event_id,p_noise,p_spot,p_track,p_worm,x_coord,y_coord
510436393,./irradiation_images/Worm/510436393.jpg,4.834683409171703e-07,5.396157121140277e-06,0.002245024312287569,0.9977491497993469,1595,1853
510427849,./irradiation_images/Track/510427849.jpg,0.0005891129840165377,8.216189598897472e-05,0.8653589487075806,0.1339697390794754,1519,216
510427937,./irradiation_images/Worm/510427937.jpg,6.623342778766528e-05,0.08147834241390228,0.011938714422285557,0.9065166711807251,531,1834
510461979,./irradiation_images/Track/510461979.jpg,2.2298574549495243e-05,0.00023749629326630384,0.952255129814148,0.047485072165727615,236,1187
510461977,./irradiation_images/Track/510461977.jpg,1.16015517193091e-08,4.183527266832243e-07,0.9991556406021118,0.0008439855882897973,2313,162
510436314,./irradiation_images/Worm/510436314.jpg,7.367299076577183e-06,3.7389694625744596e-05,0.02307632751762867,0.9768789410591125,2724,1286
510443092,./irradiation_images/Track/510443092.jpg,1.4816438351772376e-06,4.0716656712902477e-07,0.9911125302314758,0.008885499089956284,2474,108
510466616,./irradiation_images/Track/510466616.jpg,0.00018643586372490972,1.3326567568583414e-05,0.9808443784713745,0.018955903127789497,1808,2244
510466614,./irradiation_images/Worm/510466614.jpg,6.230740723367489e-07,1.952556885953527e-05,0.005104558542370796,0.9948752522468567,631,285
510446631,./irradiation_images/Worm/510446631.jpg,2.1565385395660996e-05,4.941038059769198e-05,0.0038372280541807413,0.9960917830467224,1603,1372
510436954,./irradiation_images/Spot/510436954.jpg,0.001644219970330596,0.8033791780471802,0.05866098031401634,0.13631561398506165,2748,2060
510467067,./irradiation_images/Track/510467067.jpg,4.556011117529124e-05,2.5605842893128283e-05,0.9814938306808472,0.01843501441180706,1148,128
510438093,./irradiation_images/Worm/510438093.jpg,1.5909344597275776e-07,4.96489301440306e-05,0.0008107354515232146,0.9991394281387329,538,1921
510463617,./irradiation_images/Track/510463617.jpg,9.862618753686547e-05,0.0003092245024163276,0.938407301902771,0.06118481978774071,3094,392
510465175,./irradiation_images/Track/510465175.jpg,4.58465308383893e-07,3.8431405613437164e-08,0.998745322227478,0.0012541379546746612,314,2168
510466384,./irradiation_images/Worm/510466384.jpg,9.119278843172651e-07,2.0657968491377687e-07,0.038527075201272964,0.9614717960357666,386,1473
510434883,./irradiation_images/Worm/510434883.jpg,9.763285925146192e-05,0.0017826438415795565,0.04333564266562462,0.954784095287323,2787,2174
510454345,./irradiation_images/Track/510454345.jpg,6.940598723303992e-06,3.829007368949533e-07,0.9911953210830688,0.008797346614301205,2473,356
510468371,./irradiation_images/Track/510468371.jpg,0.0002503120631445199,3.301657488918863e-05,0.9615225195884705,0.038194164633750916,940,1693
510463129,./irradiation_images/Worm/510463129.jpg,1.1048156833837197e-09,4.361021410659305e-07,5.961494935036171e-06,0.9999935626983643,1057,1559
510453806,./irradiation_images/Spot/510453806.jpg,2.257457509813321e-07,0.9999879598617554,5.748921012127539e-06,6.024547019478632e-06,2925,2345
510461396,./irradiation_images/Worm/510461396.jpg,5.549716206587618e-06,0.000159949398948811,0.004748196806758642,0.9950863718986511,2559,2102
510428199,./irradiation_images/Spot/510428199.jpg,1.7914912575633934e-07,0.9999983310699463,5.036873176322842e-07,9.077351137420919e-07,3155,1147
510439602,./irradiation_images/Track/510439602.jpg,6.04467059019953e-05,0.00014446784916799515,0.81008380651474,0.1897113025188446,282,1390
510428017,./irradiation_images/Track/510428017.jpg,0.00022206376888789237,4.295613689464517e-05,0.9428930282592773,0.05684187263250351,1549,2268
510461412,./irradiation_images/Track/510461412.jpg,1.3384968042373657e-05,3.779827693506377e-06,0.9919739365577698,0.008008919656276703,1777,676
510465378,./irradiation_images/Worm/510465378.jpg,4.118345896131359e-05,0.0012043090537190437,0.005017337389290333,0.9937371015548706,2438,2122
510464008,./irradiation_images/Worm/510464008.jpg,4.888150670012692e-06,2.68958933702379e-06,0.05542261153459549,0.9445698857307434,744,1480
510177985,./irradiation_images/Worm/510177985.jpg,1.051374329108512e-05,5.886086569262261e-07,0.19438357651233673,0.8056053519248962,1370,2064
510428205,./irradiation_images/Track/510428205.jpg,0.00028049779939465225,0.0012390846386551857,0.8695544004440308,0.12892594933509827,1408,1565
510436921,./irradiation_images/Track/510436921.jpg,0.0001106498675653711,7.424070645356551e-05,0.9826577305793762,0.01715732179582119,2284,954
510440217,./irradiation_images/Track/510440217.jpg,2.628903075674316e-06,9.367569873575121e-06,0.9636348485946655,0.036353178322315216,2472,1741
510434697,./irradiation_images/Spot/510434697.jpg,0.0001088503995561041,0.9893887639045715,0.002780672861263156,0.007721664849668741,543,2254
510467717,./irradiation_images/Track/510467717.jpg,0.0005020247772336006,0.0003256500931456685,0.9342871904373169,0.06488512456417084,2082,1386
510428091,./irradiation_images/Track/510428091.jpg,3.957907665608218e-06,5.137996481607843e-07,0.9909824728965759,0.009012996219098568,1658,276
510177905,./irradiation_images/Track/510177905.jpg,0.0001989886222872883,0.00017244087939616293,0.8458307981491089,0.15379780530929565,405,284
510468367,./irradiation_images/Track/510468367.jpg,5.940873052168172e-06,1.2601908565557096e-05,0.9906499981880188,0.00933157093822956,2320,301
510462911,./irradiation_images/Worm/510462911.jpg,6.043735538696637e-06,0.002430461812764406,0.0004957746714353561,0.9970677495002747,754,537
510464996,./irradiation_images/Track/510464996.jpg,4.921771505905781e-06,2.118001793860458e-05,0.9875909090042114,0.012382946908473969,208,947
510437996,./irradiation_images/Track/510437996.jpg,0.0005267111118882895,0.012791967019438744,0.8416872620582581,0.1449940800666809,2951,2159
510438471,./irradiation_images/Track/510438471.jpg,0.006667647510766983,0.00017263820336665958,0.9642812013626099,0.028878556564450264,1522,304
510436239,./irradiation_images/Track/510436239.jpg,4.415337073737646e-08,1.412051801708003e-06,0.9968748092651367,0.0031237301882356405,3112,121
510427829,./irradiation_images/Spot/510427829.jpg,0.00013445582590065897,0.9843653440475464,0.008643228560686111,0.006856926716864109,2814,151
510439610,./irradiation_images/Worm/510439610.jpg,0.0002147866180166602,0.07924382388591766,0.022079389542341232,0.8984620571136475,2430,2290
510440559,./irradiation_images/Worm/510440559.jpg,0.0006746874423697591,0.002883311128243804,0.13918253779411316,0.8572594523429871,799,408
510465094,./irradiation_images/Track/510465094.jpg,1.7107980966102332e-05,6.0580941863008775e-06,0.9874066710472107,0.01257026195526123,54,244
510467689,./irradiation_images/Worm/510467689.jpg,1.3211805480750627e-06,0.00032778060995042324,0.0012845814926549792,0.9983863830566406,1564,388
510462591,./irradiation_images/Track/510462591.jpg,0.00013462199422065169,0.00037425413029268384,0.8448381423950195,0.15465301275253296,197,754
510465310,./irradiation_images/Track/510465310.jpg,8.284618324694293e-09,7.944296775974635e-09,0.9996629953384399,0.0003369564947206527,334,1979
510427853,./irradiation_images/Spot/510427853.jpg,2.1096442992529774e-07,0.999964714050293,1.7572843717061915e-05,1.7480428141425364e-05,1420,1794
510454047,./irradiation_images/Worm/510454047.jpg,0.00017134541121777147,0.0005751514108851552,0.14392270147800446,0.855330765247345,1110,2408
510434357,./irradiation_images/Track/510434357.jpg,0.0006683621904812753,0.000485353812109679,0.8445881009101868,0.15425819158554077,2393,1206
510444334,./irradiation_images/Worm/510444334.jpg,8.387567973500154e-09,1.4065857101286383e-07,0.0031055237632244825,0.996894359588623,2136,1378
510177919,./irradiation_images/Worm/510177919.jpg,1.3043713806837332e-05,0.0009292285540141165,0.019593482837080956,0.9794642925262451,471,76
510463040,./irradiation_images/Track/510463040.jpg,0.00017087800370063633,0.00036123782047070563,0.8946859836578369,0.10478194802999496,448,460
510177911,./irradiation_images/Track/510177911.jpg,2.3039552615955472e-05,1.2942148714500945e-05,0.9839959740638733,0.015968047082424164,901,1447
510464986,./irradiation_images/Track/510464986.jpg,8.82773965713568e-05,4.8605546908220276e-05,0.9294282793998718,0.07043478637933731,1919,875
510177971,./irradiation_images/Spot/510177971.jpg,1.7800606656237505e-05,0.9988670349121094,0.0003571905253920704,0.0007579802768304944,2835,214
510177871,./irradiation_images/Track/510177871.jpg,1.9372766473679803e-05,2.8312942959018983e-05,0.9027015566825867,0.09725074470043182,662,773
510436347,./irradiation_images/Track/510436347.jpg,7.271909453265835e-06,9.600206567483838e-07,0.9848681092262268,0.01512371376156807,3109,2104
510468315,./irradiation_images/Worm/510468315.jpg,0.00029548906604759395,0.020939460024237633,0.06048670411109924,0.9182783961296082,2516,1368
510428031,./irradiation_images/Worm/510428031.jpg,0.0020496565848588943,0.005441425833851099,0.14889320731163025,0.8436156511306763,758,1730
510467468,./irradiation_images/Worm/510467468.jpg,2.4206299258366926e-06,6.111241964390501e-05,0.10513380169868469,0.8948026299476624,2444,293
510437111,./irradiation_images/Track/510437111.jpg,2.526938715163851e-06,4.155371016167919e-07,0.9958773851394653,0.004119712859392166,2802,1023
510427959,./irradiation_images/Track/510427959.jpg,3.01433260574413e-08,3.124151248812268e-07,0.996654748916626,0.0033449144102633,3019,2223
510468490,./irradiation_images/Worm/510468490.jpg,6.717231826769421e-06,7.70277256378904e-05,0.033735163509845734,0.9661811590194702,320,1673
510455575,./irradiation_images/Worm/510455575.jpg,8.00591897132108e-06,0.000465749588329345,0.0009185004746541381,0.9986078143119812,412,1131
510467972,./irradiation_images/Track/510467972.jpg,6.0747654060833156e-05,0.00037498853635042906,0.9199157953262329,0.07964848726987839,2140,852
510468395,./irradiation_images/Worm/510468395.jpg,0.00013581255916506052,0.006998773198574781,0.03317849710583687,0.9596869349479675,3028,1129
510462225,./irradiation_images/Track/510462225.jpg,7.644613106094766e-06,5.924882771068951e-07,0.9986334443092346,0.0013583193067461252,473,530
510468015,./irradiation_images/Worm/510468015.jpg,5.829369342791324e-07,5.8241153055860195e-06,0.001869973260909319,0.9981235861778259,2673,318
510463704,./irradiation_images/Track/510463704.jpg,7.868908869568259e-05,6.189665327838156e-06,0.9790028929710388,0.0209122933447361,1640,1112
510467224,./irradiation_images/Worm/510467224.jpg,1.5773062841617502e-05,0.03499218448996544,0.005181380081921816,0.9598105549812317,2912,591
510465868,./irradiation_images/Worm/510465868.jpg,7.554600074399787e-07,0.00019700767006725073,0.018815912306308746,0.9809862971305847,3139,154
510456518,./irradiation_images/Track/510456518.jpg,6.474346605500614e-07,5.768043251919153e-07,0.9733338952064514,0.026664789766073227,2820,881
510464520,./irradiation_images/Track/510464520.jpg,0.0002725767844822258,0.0016954621532931924,0.9204413294792175,0.07759057730436325,611,1932
510466986,./irradiation_images/Worm/510466986.jpg,9.048309266290744e-07,6.102639105165508e-08,0.00034215475898236036,0.9996567964553833,1212,76
510427965,./irradiation_images/Track/510427965.jpg,2.41998986894032e-06,3.271970626883558e-06,0.983405351638794,0.01658894494175911,3181,564
510460928,./irradiation_images/Track/510460928.jpg,2.8934427973581478e-05,8.78695136634633e-05,0.8263872265815735,0.17349596321582794,2295,2151
510428127,./irradiation_images/Track/510428127.jpg,6.557176561727829e-07,9.413961521431702e-08,0.9991029500961304,0.0008962671272456646,1595,2395
510463797,./irradiation_images/Track/510463797.jpg,4.063252345076762e-05,0.00031381123699247837,0.9745071530342102,0.025138406082987785,1293,1484
510465039,./irradiation_images/Track/510465039.jpg,4.1422288632020354e-05,8.414369222009555e-05,0.948549211025238,0.051325198262929916,1100,1182
510428049,./irradiation_images/Track/510428049.jpg,2.8125403332524e-05,0.00019548162526916713,0.8724165558815002,0.12735989689826965,346,1035
510436843,./irradiation_images/Spot/510436843.jpg,4.2535180000413675e-06,0.9997619986534119,0.00014830056170467287,8.548855839762837e-05,829,1153
510453217,./irradiation_images/Worm/510453217.jpg,3.676427979826258e-07,1.3935641618445516e-06,0.014532890170812607,0.9854653477668762,702,266
510463305,./irradiation_images/Spot/510463305.jpg,3.058942965594724e-08,0.999995231628418,1.314124006057682e-06,3.436304950810154e-06,1932,592
510436890,./irradiation_images/Track/510436890.jpg,4.20039395976346e-05,1.678273474681191e-05,0.9776096343994141,0.022331614047288895,1141,698
510436363,./irradiation_images/Worm/510436363.jpg,2.406002153065856e-08,9.060660886461847e-06,0.00026276728021912277,0.9997281432151794,1298,624
510427977,./irradiation_images/Track/510427977.jpg,0.000616153352893889,9.042139572557062e-05,0.9249827265739441,0.07431067526340485,122,1276
510437884,./irradiation_images/Worm/510437884.jpg,0.0010534939356148243,0.038591060787439346,0.0991232767701149,0.8612322807312012,876,208
510463808,./irradiation_images/Worm/510463808.jpg,0.0001105585542973131,0.012400489300489426,0.016728444024920464,0.9707605838775635,3041,640
510428111,./irradiation_images/Track/510428111.jpg,0.000675925170071423,0.0004253850784152746,0.8939102292060852,0.10498854517936707,2194,1780
510463960,./irradiation_images/Track/510463960.jpg,2.864032353500079e-07,3.368224383848428e-07,0.9921436309814453,0.007855776697397232,3047,2285
510428117,./irradiation_images/Worm/510428117.jpg,0.00021970647503621876,0.004558158572763205,0.06530244648456573,0.9299197793006897,964,664
510466709,./irradiation_images/Track/510466709.jpg,9.634544539949275e-07,9.25169024412753e-06,0.9951306581497192,0.004859099164605141,2395,82
510438521,./irradiation_images/Track/510438521.jpg,5.048815000918694e-05,0.0012734094634652138,0.9135565757751465,0.08511946350336075,1951,1968
510462536,./irradiation_images/Worm/510462536.jpg,1.4507919843254058e-07,1.780063394107856e-05,0.00018535529670771211,0.9997968077659607,2228,91
510466036,./irradiation_images/Track/510466036.jpg,5.568776759901084e-05,5.696268999599852e-06,0.9795325398445129,0.020406050607562065,790,1794
510439481,./irradiation_images/Worm/510439481.jpg,0.0001351328828604892,0.00405139522626996,0.04159397631883621,0.9542195796966553,3193,2011
510428179,./irradiation_images/Worm/510428179.jpg,2.393598430572297e-09,8.12491180113284e-06,7.23636694601737e-05,0.9999195337295532,458,1977
510466432,./irradiation_images/Track/510466432.jpg,0.00017292721895501018,0.0004599893291015178,0.8764345049858093,0.12293260544538498,2158,173
510443596,./irradiation_images/Spot/510443596.jpg,1.2144006404923857e-06,0.9997881054878235,9.135638538282365e-05,0.00011932118650292978,440,1789
510428051,./irradiation_images/Worm/510428051.jpg,3.297176954220049e-05,3.646066033979878e-05,0.0830681324005127,0.9168623089790344,526,2259
510428057,./irradiation_images/Spot/510428057.jpg,0.00011122292198706418,0.9754491448402405,0.014152983203530312,0.010286699049174786,1881,1842
510444145,./irradiation_images/Track/510444145.jpg,6.986231255723396e-06,9.338166819361504e-06,0.9940869808197021,0.005896716378629208,2337,1928
510462746,./irradiation_images/Track/510462746.jpg,0.0011275779688730836,0.0010482820216566324,0.8259661197662354,0.17185795307159424,3186,280
510428197,./irradiation_images/Spot/510428197.jpg,1.6277709846690414e-07,0.9999886751174927,3.1249983294401318e-06,8.139061719703022e-06,2508,2360
510455140,./irradiation_images/Worm/510455140.jpg,4.298449493944645e-05,0.0004387524095363915,0.010747016407549381,0.9887712597846985,2060,1338
510468117,./irradiation_images/Track/510468117.jpg,2.7488846171763726e-05,0.00013550436415243894,0.9480574131011963,0.051779605448246,3051,994
510462529,./irradiation_images/Track/510462529.jpg,3.3607346267672256e-05,1.442378470528638e-05,0.9783651232719421,0.021586894989013672,3116,1754
510440800,./irradiation_images/Worm/510440800.jpg,0.0004933659802190959,0.03605341911315918,0.03569552302360535,0.9277576804161072,3013,2095
510427863,./irradiation_images/Worm/510427863.jpg,0.0008281212067231536,0.06824585795402527,0.1036914512515068,0.8272345066070557,3052,532
510454929,./irradiation_images/Track/510454929.jpg,1.7254142221645452e-05,0.0001087050186470151,0.9187877178192139,0.08108632266521454,2689,258
510467089,./irradiation_images/Worm/510467089.jpg,1.6670472177793272e-05,1.877693102869671e-05,0.1430446356534958,0.8569199442863464,614,1068
510462957,./irradiation_images/Worm/510462957.jpg,9.466749179409817e-05,0.0010385491186752915,0.12219500541687012,0.8766717314720154,2451,2107
510466001,./irradiation_images/Track/510466001.jpg,4.553480081881389e-08,6.744345881770641e-08,0.9989839196205139,0.0010159878293052316,373,1274
510428107,./irradiation_images/Track/510428107.jpg,0.018355578184127808,0.00784208718687296,0.8415654897689819,0.13223682343959808,2473,923
510468498,./irradiation_images/Track/510468498.jpg,6.282657523115631e-06,3.910488885594532e-06,0.983048677444458,0.01694110967218876,1600,214
510466005,./irradiation_images/Track/510466005.jpg,0.00024607256636954844,0.00015882063598837703,0.9129544496536255,0.08664067089557648,2992,860
510428067,./irradiation_images/Worm/510428067.jpg,0.005076868459582329,0.010141664184629917,0.14330686628818512,0.8414745926856995,2808,1648
510464111,./irradiation_images/Worm/510464111.jpg,5.8928759244736284e-05,0.0010696861427277327,0.04000397026538849,0.9588673710823059,3229,1010
510428063,./irradiation_images/Track/510428063.jpg,0.0009174410370178521,0.035200852900743484,0.8605018854141235,0.10337979346513748,3081,141
510428189,./irradiation_images/Spot/510428189.jpg,1.5046752821490372e-07,0.9999979734420776,8.536476343579125e-07,1.1158346069350955e-06,176,1444
510428185,./irradiation_images/Track/510428185.jpg,1.7860696743809967e-06,3.4506017527746735e-06,0.986748218536377,0.013246527872979641,3209,2162
510454897,./irradiation_images/Track/510454897.jpg,3.823130464297719e-05,4.2281848777747655e-07,0.9989687204360962,0.0009925964986905456,2623,2162
510460778,./irradiation_images/Track/510460778.jpg,0.0007548033609054983,0.00043021223973482847,0.8783693909645081,0.12044556438922882,178,971
510465111,./irradiation_images/Spot/510465111.jpg,0.000670072331558913,0.8356791734695435,0.06548574566841125,0.09816499054431915,2548,2172
510461981,./irradiation_images/Worm/510461981.jpg,0.0009394918452017009,0.0004684260056819767,0.02639181911945343,0.972200334072113,1625,2079
510438235,./irradiation_images/Worm/510438235.jpg,0.00012040156434522942,0.0002965550811495632,0.030924351885914803,0.9686586260795593,1194,353
510439523,./irradiation_images/Worm/510439523.jpg,0.0005416155909188092,0.005982846952974796,0.0677451640367508,0.9257304072380066,512,275
510463778,./irradiation_images/Track/510463778.jpg,1.0059437727250042e-07,2.325999020058589e-07,0.9968423843383789,0.003157216589897871,3148,1236
510456428,./irradiation_images/Spot/510456428.jpg,4.0381842154602055e-06,0.9994321465492249,0.0003327518643345684,0.0002310748241143301,2440,2120
510436474,./irradiation_images/Worm/510436474.jpg,0.00226270011626184,0.04533771798014641,0.12332969903945923,0.8290699124336243,2412,1099
510437702,./irradiation_images/Track/510437702.jpg,6.788614541619609e-07,2.566909351742197e-08,0.9980465173721313,0.001952748978510499,3035,1102
510462656,./irradiation_images/Track/510462656.jpg,2.4534185740776593e-06,2.1428871121997872e-08,0.9983198046684265,0.0016776799457147717,1414,2272
510460874,./irradiation_images/Track/510460874.jpg,3.4706335583223336e-08,2.6059059354821557e-09,0.9996436834335327,0.00035631461651064456,2490,1054
510465814,./irradiation_images/Worm/510465814.jpg,4.482099484448554e-06,3.5280776501167566e-05,0.006821970455348492,0.9931382536888123,2297,1787
510440871,./irradiation_images/Track/510440871.jpg,9.750702156452462e-05,0.000936145952437073,0.8554579019546509,0.14350850880146027,382,1933
510427857,./irradiation_images/Track/510427857.jpg,2.0208401565469103e-06,9.592388323653722e-07,0.9893817901611328,0.010615285485982895,2089,783
510427919,./irradiation_images/Spot/510427919.jpg,1.7108243355323793e-07,0.9999667406082153,2.6760175387607887e-05,6.3951215452107135e-06,1155,1622
510465866,./irradiation_images/Track/510465866.jpg,7.15185706212651e-07,5.192323442315683e-06,0.9915339350700378,0.008460176177322865,114,107
510428229,./irradiation_images/Track/510428229.jpg,2.4566932097513927e-06,3.7558734788945003e-07,0.9956780076026917,0.0043191807344555855,653,332
510463900,./irradiation_images/Track/510463900.jpg,3.5544515412766486e-05,1.110455923480913e-05,0.9919905066490173,0.007962821051478386,678,706
510439695,./irradiation_images/Track/510439695.jpg,5.741864583796996e-07,1.8699212205319782e-06,0.9968208074569702,0.0031767524778842926,3036,1327
510462890,./irradiation_images/Track/510462890.jpg,0.0004917544429190457,0.0010845038341358304,0.814262330532074,0.18416143953800201,1218,2274
510177805,./irradiation_images/Track/510177805.jpg,8.559597335988656e-05,4.9716396461008117e-05,0.9656341671943665,0.03423047065734863,115,1210
510438707,./irradiation_images/Worm/510438707.jpg,5.7495729066658896e-08,1.8285791156813502e-05,0.00011591524526011199,0.9998658895492554,1836,1706
